match_id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,team1_score,team2_score,team1_wickets,team2_wickets,first_innings_score,second_innings_score
193,2011,Ahmedabad,2011-04-14,RCB,KTK,KTK,bat,normal,N,RCB,33,0,RCB_Player_9,Ahmedabad,209,176,10,6,209,176
194,2011,Bangalore,2011-04-16,PWI,RCB,RCB,field,normal,N,PWI,23,0,PWI_Player_1,Bangalore,181,158,10,7,181,158
195,2011,Bangalore,2011-04-03,MI,RR,MI,field,normal,N,MI,9,3,MI_Player_4,Bangalore,169,160,7,3,160,169
196,2011,Mohali,2011-04-08,CSK,PWI,CSK,field,normal,N,PWI,19,4,PWI_Player_6,Mohali,167,186,4,6,186,167
197,2011,Delhi,2011-04-24,KKR,CSK,KKR,field,normal,N,CSK,3,4,CSK_Player_2,Delhi,152,155,8,6,155,152
198,2011,Jaipur,2011-04-28,PWI,CSK,CSK,field,normal,N,PWI,26,5,PWI_Player_3,Jaipur,151,125,5,10,151,125
199,2011,Ahmedabad,2011-04-11,CSK,KKR,KKR,field,normal,N,CSK,17,2,CSK_Player_8,Ahmedabad,204,187,8,3,204,187
200,2011,Mumbai,2011-04-24,PBKS,DC,PBKS,field,normal,N,PBKS,5,7,PBKS_Player_1,Mumbai,169,164,3,3,164,169
201,2011,Jaipur,2011-04-13,PBKS,CSK,PBKS,field,normal,N,CSK,12,0,CSK_Player_5,Jaipur,129,141,10,10,141,129
202,2011,Mumbai,2011-04-05,PBKS,KKR,KKR,field,normal,N,KKR,1,4,KKR_Player_2,Mumbai,170,171,9,6,170,171
203,2011,Mohali,2011-04-13,KKR,CSK,KKR,bat,normal,Y,KKR,10,6,KKR_Player_11,Mohali,161,151,4,5,161,151
204,2011,Chennai,2011-04-02,RCB,PBKS,RCB,field,normal,Y,PBKS,6,0,PBKS_Player_8,Chennai,153,159,5,10,159,153
205,2011,Bangalore,2011-04-22,CSK,KTK,CSK,bat,normal,N,KTK,24,2,KTK_Player_5,Bangalore,153,177,3,8,153,177
206,2011,Kolkata,2011-04-23,RCB,RR,RCB,field,normal,N,RR,3,4,RR_Player_9,Kolkata,162,165,6,6,165,162
207,2011,Lucknow,2011-04-15,PWI,RR,RR,bat,normal,N,RR,5,7,RR_Player_1,Lucknow,155,160,10,3,155,160
208,2011,Lucknow,2011-04-24,MI,DC,MI,bat,normal,N,MI,5,0,MI_Player_4,Lucknow,139,134,10,4,139,134
209,2011,Mumbai,2011-04-11,KKR,CSK,KKR,field,normal,N,CSK,26,2,CSK_Player_6,Mumbai,165,191,5,8,191,165
210,2011,Lucknow,2011-04-23,RCB,MI,MI,field,normal,N,MI,42,3,MI_Player_3,Lucknow,166,208,6,7,166,208
211,2011,Chennai,2011-04-17,PWI,CSK,PWI,bat,normal,N,PWI,4,3,PWI_Player_9,Chennai,141,137,7,7,141,137
212,2011,Delhi,2011-04-07,DC,RCB,DC,field,normal,N,RCB,44,4,RCB_Player_11,Delhi,152,196,7,6,196,152
213,2011,Mumbai,2011-04-24,KTK,DC,KTK,bat,normal,N,DC,18,2,DC_Player_9,Mumbai,139,157,10,8,139,157
214,2011,Hyderabad,2011-04-13,PBKS,DC,DC,bat,normal,N,DC,21,5,DC_Player_6,Hyderabad,139,160,4,5,139,160
215,2011,Delhi,2011-04-26,DC,PBKS,DC,field,normal,N,PBKS,6,5,PBKS_Player_3,Delhi,157,163,3,5,163,157
216,2011,Kolkata,2011-04-18,RR,KTK,RR,bat,normal,N,RR,11,0,RR_Player_3,Kolkata,167,156,10,3,167,156
217,2011,Hyderabad,2011-04-17,MI,DC,MI,field,normal,N,DC,8,3,DC_Player_1,Hyderabad,166,174,6,7,174,166
218,2011,Mohali,2011-04-10,RCB,KTK,KTK,bat,normal,N,RCB,22,5,RCB_Player_6,Mohali,178,156,5,5,178,156
219,2011,Hyderabad,2011-04-08,MI,CSK,CSK,field,normal,N,CSK,15,3,CSK_Player_8,Hyderabad,138,153,7,7,138,153
220,2011,Ahmedabad,2011-04-03,CSK,DC,CSK,field,normal,N,CSK,6,5,CSK_Player_8,Ahmedabad,165,159,5,5,159,165
221,2011,Chennai,2011-04-13,RCB,KKR,KKR,bat,normal,N,RCB,28,6,RCB_Player_10,Chennai,172,144,4,4,172,144
222,2011,Chennai,2011-04-21,PBKS,RCB,RCB,bat,normal,N,PBKS,21,3,PBKS_Player_3,Chennai,168,147,7,7,168,147
223,2011,Ahmedabad,2011-04-28,RR,KTK,RR,field,normal,N,KTK,20,6,KTK_Player_2,Ahmedabad,152,172,10,4,172,152
224,2011,Hyderabad,2011-04-02,KTK,PBKS,PBKS,field,normal,N,KTK,14,6,KTK_Player_8,Hyderabad,160,146,4,4,160,146
225,2011,Ahmedabad,2011-04-29,CSK,KTK,CSK,bat,normal,N,CSK,9,2,CSK_Player_9,Ahmedabad,171,162,8,7,171,162
226,2011,Ahmedabad,2011-04-12,CSK,KKR,CSK,field,normal,N,KKR,19,2,KKR_Player_8,Ahmedabad,157,176,3,8,176,157
227,2011,Mumbai,2011-04-17,PBKS,MI,PBKS,bat,normal,N,MI,1,4,MI_Player_11,Mumbai,154,155,10,6,154,155
228,2011,Ahmedabad,2011-04-15,PWI,DC,DC,field,normal,N,DC,28,7,DC_Player_3,Ahmedabad,141,169,10,3,141,169
229,2011,Bangalore,2011-04-24,PWI,KKR,PWI,field,normal,N,KKR,9,5,KKR_Player_6,Bangalore,173,182,8,5,182,173
230,2011,Kolkata,2011-04-22,PBKS,DC,PBKS,bat,normal,N,DC,44,3,DC_Player_8,Kolkata,175,219,6,7,175,219
231,2011,Kolkata,2011-04-06,DC,KKR,DC,bat,normal,N,KKR,10,3,KKR_Player_5,Kolkata,160,170,8,7,160,170
232,2011,Delhi,2011-04-04,CSK,DC,DC,bat,normal,N,DC,24,5,DC_Player_9,Delhi,109,133,7,5,109,133
233,2011,Lucknow,2011-04-15,RR,CSK,CSK,field,normal,N,RR,22,3,RR_Player_11,Lucknow,154,132,7,4,154,132
234,2011,Chennai,2011-04-21,DC,PBKS,DC,bat,normal,N,PBKS,12,0,PBKS_Player_11,Chennai,156,168,10,10,156,168
235,2011,Jaipur,2011-04-03,KKR,KTK,KKR,bat,normal,N,KTK,22,4,KTK_Player_8,Jaipur,146,168,5,6,146,168
236,2011,Chennai,2011-04-27,MI,DC,MI,field,normal,N,MI,28,2,MI_Player_1,Chennai,155,127,8,3,127,155
237,2011,Jaipur,2011-04-11,PWI,MI,PWI,field,normal,N,MI,15,4,MI_Player_11,Jaipur,140,155,9,6,155,140
238,2011,Kolkata,2011-04-11,RR,PWI,PWI,field,normal,N,RR,5,4,RR_Player_9,Kolkata,166,161,6,6,166,161
239,2011,Mumbai,2011-04-30,MI,PBKS,MI,field,normal,N,MI,14,6,MI_Player_3,Mumbai,172,158,4,8,158,172
240,2011,Mohali,2011-04-27,CSK,MI,MI,field,normal,N,CSK,4,5,CSK_Player_8,Mohali,158,154,5,6,158,154
241,2011,Ahmedabad,2011-04-17,DC,CSK,CSK,field,normal,N,CSK,29,3,CSK_Player_2,Ahmedabad,176,205,5,7,176,205
242,2011,Hyderabad,2011-04-20,MI,RCB,MI,bat,normal,N,MI,43,1,MI_Player_11,Hyderabad,213,170,9,3,213,170
243,2011,Delhi,2011-04-02,RR,KKR,RR,field,normal,N,KKR,21,6,KKR_Player_8,Delhi,115,136,10,4,136,115
244,2011,Delhi,2011-04-20,DC,RCB,DC,bat,normal,N,RCB,7,5,RCB_Player_4,Delhi,162,169,3,5,162,169
245,2011,Bangalore,2011-04-18,RCB,CSK,RCB,field,normal,N,RCB,27,6,RCB_Player_1,Bangalore,161,134,4,6,134,161
246,2011,Lucknow,2011-04-24,KKR,DC,KKR,field,normal,N,DC,29,3,DC_Player_11,Lucknow,162,191,6,7,191,162
247,2011,Bangalore,2011-04-09,RCB,KKR,RCB,bat,normal,N,KKR,15,4,KKR_Player_8,Bangalore,150,165,4,6,150,165
248,2011,Jaipur,2011-04-24,PWI,RCB,RCB,bat,normal,N,RCB,29,6,RCB_Player_8,Jaipur,129,158,6,4,129,158
249,2011,Bangalore,2011-04-28,MI,CSK,MI,field,normal,N,CSK,41,3,CSK_Player_9,Bangalore,163,204,3,7,204,163
250,2011,Hyderabad,2011-04-19,PWI,MI,MI,bat,normal,N,MI,4,4,MI_Player_6,Hyderabad,145,149,6,6,145,149
251,2011,Ahmedabad,2011-04-22,DC,RR,DC,field,normal,N,DC,36,1,DC_Player_8,Ahmedabad,219,183,9,10,183,219
252,2011,Hyderabad,2011-04-22,KTK,CSK,CSK,bat,normal,N,CSK,9,5,CSK_Player_10,Hyderabad,155,164,3,5,155,164
253,2012,Kolkata,2012-04-02,PWI,KKR,PWI,field,normal,N,KKR,4,7,KKR_Player_8,Kolkata,144,148,3,3,148,144
254,2012,Jaipur,2012-04-06,RCB,PBKS,RCB,bat,normal,N,PBKS,41,7,PBKS_Player_6,Jaipur,154,195,7,3,154,195
255,2012,Hyderabad,2012-04-18,RCB,CSK,RCB,field,normal,Y,RCB,26,1,RCB_Player_4,Hyderabad,158,132,9,6,132,158
256,2012,Kolkata,2012-04-08,RCB,PBKS,PBKS,field,normal,N,PBKS,6,7,PBKS_Player_1,Kolkata,143,149,3,3,143,149
257,2012,Mumbai,2012-04-20,DC,RCB,RCB,field,normal,N,DC,27,5,DC_Player_9,Mumbai,167,140,5,4,167,140
258,2012,Jaipur,2012-04-20,MI,PBKS,MI,field,normal,N,MI,23,5,MI_Player_2,Jaipur,165,142,5,5,142,165
259,2012,Mumbai,2012-04-24,CSK,DC,DC,bat,normal,N,CSK,28,2,CSK_Player_6,Mumbai,173,145,8,7,173,145
260,2012,Chennai,2012-04-14,PWI,CSK,PWI,field,normal,N,PWI,20,2,PWI_Player_7,Chennai,148,128,8,9,128,148
261,2012,Delhi,2012-04-05,DC,KKR,DC,bat,normal,N,DC,5,4,DC_Player_9,Delhi,166,161,6,8,166,161
262,2012,Kolkata,2012-04-06,CSK,MI,CSK,field,normal,N,CSK,2,4,CSK_Player_10,Kolkata,164,162,6,10,162,164
263,2012,Jaipur,2012-04-02,PBKS,RCB,PBKS,field,normal,N,PBKS,3,1,PBKS_Player_5,Jaipur,181,178,9,4,178,181
264,2012,Delhi,2012-04-19,PBKS,RCB,RCB,field,normal,N,PBKS,2,3,PBKS_Player_1,Delhi,194,192,7,6,194,192
265,2012,Lucknow,2012-04-17,DC,PWI,DC,field,normal,N,PWI,25,4,PWI_Player_1,Lucknow,119,144,7,6,144,119
266,2012,Jaipur,2012-04-10,CSK,MI,MI,field,normal,Y,CSK,6,0,CSK_Player_1,Jaipur,169,163,10,8,169,163
267,2012,Delhi,2012-04-24,MI,KKR,KKR,field,normal,N,KKR,9,6,KKR_Player_3,Delhi,147,156,5,4,147,156
268,2012,Ahmedabad,2012-04-25,CSK,RCB,RCB,field,normal,Y,CSK,15,0,CSK_Player_1,Ahmedabad,178,163,10,9,178,163
269,2012,Chennai,2012-04-19,PWI,RCB,PWI,field,normal,N,PWI,23,6,PWI_Player_6,Chennai,174,151,4,4,151,174
270,2012,Mohali,2012-04-28,RR,RCB,RCB,field,normal,N,RCB,43,1,RCB_Player_1,Mohali,163,206,3,9,163,206
271,2012,Delhi,2012-04-28,DC,CSK,CSK,field,normal,N,DC,26,0,DC_Player_2,Delhi,145,119,10,6,145,119
272,2012,Chennai,2012-04-28,MI,PWI,PWI,field,normal,N,PWI,11,0,PWI_Player_4,Chennai,128,139,8,10,128,139
273,2012,Jaipur,2012-04-07,RCB,PBKS,PBKS,field,normal,N,PBKS,10,3,PBKS_Player_2,Jaipur,156,166,6,7,156,166
274,2012,Kolkata,2012-04-20,RCB,KKR,KKR,bat,normal,N,RCB,21,3,RCB_Player_10,Kolkata,161,140,7,9,161,140
275,2012,Jaipur,2012-04-19,RR,PWI,PWI,field,normal,N,RR,21,3,RR_Player_6,Jaipur,171,150,7,3,171,150
276,2012,Jaipur,2012-04-23,RR,CSK,CSK,field,normal,N,CSK,22,3,CSK_Player_5,Jaipur,113,135,3,7,113,135
277,2012,Kolkata,2012-04-30,PBKS,PWI,PBKS,bat,normal,N,PBKS,22,2,PBKS_Player_1,Kolkata,171,149,8,3,171,149
278,2012,Lucknow,2012-04-19,RCB,PBKS,PBKS,bat,normal,N,RCB,14,1,RCB_Player_6,Lucknow,161,147,9,9,161,147
279,2012,Mohali,2012-04-02,PWI,RCB,PWI,bat,normal,N,RCB,10,3,RCB_Player_2,Mohali,167,177,3,7,167,177
280,2012,Delhi,2012-04-13,CSK,RCB,CSK,field,normal,N,RCB,24,7,RCB_Player_7,Delhi,150,174,4,3,174,150
281,2012,Mumbai,2012-04-28,RCB,PWI,PWI,field,normal,N,RCB,21,5,RCB_Player_10,Mumbai,164,143,5,10,164,143
282,2012,Delhi,2012-04-19,KKR,CSK,CSK,field,normal,N,CSK,41,2,CSK_Player_3,Delhi,158,199,9,8,158,199
283,2012,Bangalore,2012-04-08,RCB,RR,RR,bat,normal,N,RCB,22,2,RCB_Player_9,Bangalore,192,170,8,6,192,170
284,2012,Kolkata,2012-04-27,CSK,MI,CSK,field,normal,N,CSK,8,5,CSK_Player_4,Kolkata,150,142,5,9,142,150
285,2012,Lucknow,2012-04-04,PBKS,RCB,RCB,bat,normal,N,RCB,34,0,RCB_Player_9,Lucknow,157,191,7,10,157,191
286,2012,Lucknow,2012-04-28,MI,RR,RR,field,normal,N,RR,12,5,RR_Player_7,Lucknow,148,160,7,5,148,160
287,2012,Delhi,2012-04-12,DC,MI,DC,bat,normal,N,MI,21,2,MI_Player_10,Delhi,136,157,8,8,136,157
288,2012,Delhi,2012-04-02,PWI,RCB,PWI,bat,normal,N,PWI,15,0,PWI_Player_10,Delhi,172,157,10,3,172,157
289,2012,Bangalore,2012-04-30,MI,PWI,PWI,field,normal,N,MI,3,2,MI_Player_1,Bangalore,189,186,8,7,189,186
290,2012,Hyderabad,2012-04-20,MI,PBKS,MI,field,normal,N,PBKS,24,6,PBKS_Player_5,Hyderabad,149,173,6,4,173,149
291,2012,Mohali,2012-04-24,CSK,RR,CSK,bat,normal,N,CSK,25,0,CSK_Player_11,Mohali,179,154,10,8,179,154
292,2012,Jaipur,2012-04-29,PWI,DC,DC,bat,normal,N,DC,27,4,DC_Player_11,Jaipur,143,170,6,6,143,170
293,2012,Lucknow,2012-04-30,RCB,RR,RCB,bat,normal,N,RR,21,2,RR_Player_11,Lucknow,147,168,5,8,147,168
294,2012,Hyderabad,2012-04-16,RCB,PBKS,PBKS,bat,normal,N,RCB,43,6,RCB_Player_3,Hyderabad,214,171,4,5,214,171
295,2012,Lucknow,2012-04-24,RCB,CSK,CSK,field,normal,N,CSK,20,5,CSK_Player_7,Lucknow,134,154,10,5,134,154
296,2012,Chennai,2012-04-14,PBKS,KKR,PBKS,field,normal,N,PBKS,10,4,PBKS_Player_9,Chennai,151,141,6,8,141,151
297,2012,Chennai,2012-04-22,RCB,PWI,PWI,bat,normal,N,PWI,25,2,PWI_Player_10,Chennai,114,139,3,8,114,139
298,2012,Jaipur,2012-04-23,KKR,CSK,KKR,bat,normal,N,KKR,18,4,KKR_Player_1,Jaipur,144,126,6,4,144,126
299,2012,Mohali,2012-04-12,RR,KKR,KKR,field,normal,N,KKR,22,5,KKR_Player_8,Mohali,149,171,4,5,149,171
300,2012,Delhi,2012-04-15,KKR,RR,RR,bat,normal,N,RR,11,0,RR_Player_11,Delhi,158,169,9,10,158,169
301,2012,Hyderabad,2012-04-30,PBKS,PWI,PBKS,field,normal,N,PBKS,8,1,PBKS_Player_5,Hyderabad,161,153,9,9,153,161
302,2012,Jaipur,2012-04-06,DC,PWI,PWI,field,normal,N,DC,34,5,DC_Player_2,Jaipur,191,157,5,6,191,157
303,2012,Kolkata,2012-04-29,PBKS,DC,DC,field,normal,N,PBKS,40,5,PBKS_Player_8,Kolkata,205,165,5,8,205,165
304,2012,Lucknow,2012-04-22,PBKS,KKR,PBKS,bat,normal,N,KKR,24,0,KKR_Player_7,Lucknow,162,186,9,10,162,186
305,2012,Jaipur,2012-04-17,RCB,DC,DC,field,normal,N,DC,35,0,DC_Player_7,Jaipur,162,197,6,10,162,197
306,2012,Lucknow,2012-04-15,CSK,PWI,PWI,bat,normal,N,CSK,12,0,CSK_Player_10,Lucknow,153,141,10,3,153,141
307,2012,Jaipur,2012-04-19,PBKS,DC,PBKS,field,normal,N,DC,9,4,DC_Player_6,Jaipur,146,155,9,6,155,146
308,2012,Ahmedabad,2012-04-19,RCB,MI,MI,bat,normal,N,MI,17,3,MI_Player_6,Ahmedabad,169,186,3,7,169,186
309,2012,Lucknow,2012-04-30,RR,PWI,PWI,bat,normal,N,RR,38,0,RR_Player_5,Lucknow,183,145,10,6,183,145
310,2012,Bangalore,2012-04-10,DC,PBKS,PBKS,field,normal,N,PBKS,6,0,PBKS_Player_3,Bangalore,188,194,8,10,188,194
311,2012,Mumbai,2012-04-04,RCB,PWI,RCB,field,normal,Y,PWI,20,1,PWI_Player_6,Mumbai,151,171,9,9,171,151
312,2012,Lucknow,2012-04-27,MI,CSK,CSK,bat,normal,N,CSK,24,0,CSK_Player_2,Lucknow,164,188,4,10,164,188
313,2012,Mohali,2012-04-29,PWI,RCB,RCB,field,normal,N,RCB,17,1,RCB_Player_2,Mohali,169,186,8,9,169,186
314,2012,Chennai,2012-04-23,DC,RCB,DC,field,normal,N,DC,20,6,DC_Player_5,Chennai,140,120,4,6,120,140
315,2012,Mumbai,2012-04-25,CSK,DC,CSK,field,normal,N,DC,15,7,DC_Player_9,Mumbai,164,179,6,3,179,164
316,2012,Mumbai,2012-04-24,RCB,MI,MI,bat,normal,N,MI,21,0,MI_Player_7,Mumbai,151,172,7,10,151,172
317,2012,Chennai,2012-04-19,RR,DC,RR,field,normal,N,DC,21,6,DC_Player_8,Chennai,146,167,5,4,167,146
318,2012,Mumbai,2012-04-09,RR,RCB,RCB,bat,normal,N,RR,13,4,RR_Player_1,Mumbai,189,176,6,4,189,176
319,2012,Bangalore,2012-04-06,MI,DC,MI,bat,normal,N,MI,24,0,MI_Player_4,Bangalore,170,146,10,4,170,146
320,2012,Ahmedabad,2012-04-08,PBKS,KKR,PBKS,bat,normal,N,PBKS,42,7,PBKS_Player_4,Ahmedabad,181,139,3,4,181,139
321,2012,Bangalore,2012-04-04,PWI,DC,PWI,field,normal,N,PWI,18,4,PWI_Player_7,Bangalore,158,140,6,6,140,158
322,2012,Jaipur,2012-04-20,PWI,CSK,CSK,bat,normal,N,PWI,22,3,PWI_Player_1,Jaipur,149,127,7,8,149,127
323,2012,Lucknow,2012-04-04,MI,PBKS,PBKS,field,normal,N,PBKS,11,4,PBKS_Player_7,Lucknow,165,176,10,6,165,176
324,2012,Hyderabad,2012-04-26,KKR,RCB,RCB,field,normal,N,RCB,8,5,RCB_Player_5,Hyderabad,125,133,9,5,125,133
325,2012,Jaipur,2012-04-26,DC,RCB,DC,field,normal,N,DC,19,2,DC_Player_7,Jaipur,162,143,8,5,143,162
326,2012,Mohali,2012-04-22,PBKS,DC,PBKS,field,normal,N,PBKS,25,4,PBKS_Player_7,Mohali,182,157,6,3,157,182
327,2012,Mumbai,2012-04-17,CSK,MI,CSK,field,normal,N,MI,16,2,MI_Player_1,Mumbai,150,166,10,8,166,150
328,2012,Mumbai,2012-04-21,RR,CSK,CSK,field,normal,N,KKR,22,3,KKR_Player_1,Mumbai,127,149,7,5,127,149
329,2013,Delhi,2013-04-18,SRH,RR,RR,field,normal,N,RR,6,0,RR_Player_2,Delhi,149,155,5,10,149,155
330,2013,Ahmedabad,2013-04-26,RR,PWI,PWI,bat,normal,N,RR,19,4,RR_Player_3,Ahmedabad,199,180,6,6,199,180
331,2013,Mohali,2013-04-16,PBKS,SRH,PBKS,bat,normal,N,PBKS,26,0,PBKS_Player_5,Mohali,164,138,10,8,164,138
332,2013,Kolkata,2013-04-15,PBKS,RCB,RCB,field,normal,N,PBKS,3,2,PBKS_Player_8,Kolkata,145,142,8,10,145,142
333,2013,Ahmedabad,2013-04-18,RR,SRH,SRH,field,normal,N,SRH,3,6,SRH_Player_6,Ahmedabad,180,183,8,4,180,183
334,2013,Hyderabad,2013-04-06,RR,KKR,KKR,field,normal,N,RR,14,4,RR_Player_7,Hyderabad,159,145,6,6,159,145
335,2013,Chennai,2013-04-04,PBKS,MI,MI,bat,normal,N,MI,10,5,MI_Player_1,Chennai,141,151,5,5,141,151
336,2013,Mumbai,2013-04-10,PWI,RCB,PWI,field,normal,N,RCB,23,3,RCB_Player_11,Mumbai,139,162,5,7,162,139
337,2013,Jaipur,2013-04-16,CSK,RCB,CSK,bat,normal,N,CSK,25,4,CSK_Player_8,Jaipur,158,133,6,4,158,133
338,2013,Lucknow,2013-04-23,PWI,DC,DC,bat,normal,N,PWI,21,3,PWI_Player_7,Lucknow,178,157,7,8,178,157
339,2013,Chennai,2013-04-12,PWI,MI,MI,bat,normal,N,MI,26,2,MI_Player_9,Chennai,132,158,10,8,132,158
340,2013,Lucknow,2013-04-28,KKR,PBKS,PBKS,field,normal,N,KKR,15,1,KKR_Player_8,Lucknow,147,132,9,8,147,132
341,2013,Mumbai,2013-04-16,CSK,PWI,PWI,field,normal,N,CSK,12,3,CSK_Player_7,Mumbai,166,154,7,8,166,154
342,2013,Jaipur,2013-04-27,KKR,SRH,KKR,field,normal,N,SRH,42,0,SRH_Player_5,Jaipur,168,210,7,10,210,168
343,2013,Kolkata,2013-04-30,PWI,DC,PWI,bat,normal,N,DC,19,6,DC_Player_11,Kolkata,155,174,9,4,155,174
344,2013,Kolkata,2013-04-04,DC,KKR,KKR,bat,normal,N,DC,15,7,DC_Player_9,Kolkata,163,148,3,6,163,148
345,2013,Hyderabad,2013-04-25,KKR,PBKS,PBKS,field,normal,N,KKR,4,5,KKR_Player_3,Hyderabad,157,153,5,4,157,153
346,2013,Bangalore,2013-04-11,SRH,PWI,PWI,field,normal,N,SRH,16,2,SRH_Player_5,Bangalore,188,172,8,9,188,172
347,2013,Jaipur,2013-04-26,SRH,KKR,SRH,bat,normal,N,SRH,24,4,SRH_Player_3,Jaipur,175,151,6,6,175,151
348,2013,Chennai,2013-04-29,RCB,SRH,RCB,field,normal,N,SRH,20,4,SRH_Player_9,Chennai,146,166,8,6,166,146
349,2013,Lucknow,2013-04-09,PBKS,CSK,PBKS,field,normal,N,PBKS,20,6,PBKS_Player_11,Lucknow,164,144,4,5,144,164
350,2013,Lucknow,2013-04-25,PWI,MI,MI,bat,normal,N,PWI,24,2,PWI_Player_2,Lucknow,147,123,8,5,147,123
351,2013,Hyderabad,2013-04-04,KKR,DC,KKR,field,normal,N,DC,12,0,DC_Player_6,Hyderabad,160,172,8,10,172,160
352,2013,Delhi,2013-04-21,KKR,PWI,KKR,bat,normal,N,KKR,16,5,KKR_Player_4,Delhi,200,184,5,7,200,184
353,2013,Jaipur,2013-04-27,DC,KKR,KKR,field,normal,N,DC,27,4,DC_Player_8,Jaipur,148,121,6,9,148,121
354,2013,Mumbai,2013-04-09,SRH,PBKS,SRH,bat,normal,N,SRH,27,4,SRH_Player_5,Mumbai,165,138,6,5,165,138
355,2013,Ahmedabad,2013-04-24,DC,MI,DC,field,normal,N,MI,32,1,MI_Player_6,Ahmedabad,169,201,5,9,201,169
356,2013,Delhi,2013-04-01,RCB,SRH,SRH,field,normal,N,RCB,20,2,RCB_Player_3,Delhi,138,118,8,10,138,118
357,2013,Bangalore,2013-04-13,SRH,RCB,RCB,field,normal,N,RCB,6,3,RCB_Player_11,Bangalore,168,174,5,7,168,174
358,2013,Ahmedabad,2013-04-23,DC,KKR,KKR,field,normal,N,KKR,26,5,KKR_Player_10,Ahmedabad,140,166,10,5,140,166
359,2013,Ahmedabad,2013-04-02,KKR,PWI,KKR,field,normal,N,KKR,42,5,KKR_Player_6,Ahmedabad,216,174,5,5,174,216
360,2013,Delhi,2013-04-29,KKR,RR,KKR,field,normal,N,RR,24,5,RR_Player_7,Delhi,153,177,9,5,177,153
361,2013,Lucknow,2013-04-14,DC,RR,RR,bat,normal,N,RR,11,7,RR_Player_7,Lucknow,163,174,10,3,163,174
362,2013,Delhi,2013-04-30,PWI,RR,PWI,bat,normal,N,PWI,19,7,PWI_Player_3,Delhi,185,166,3,6,185,166
363,2013,Bangalore,2013-04-23,KKR,DC,KKR,bat,normal,N,DC,22,6,DC_Player_6,Bangalore,131,153,6,4,131,153
364,2013,Jaipur,2013-04-12,DC,CSK,CSK,bat,normal,N,CSK,27,7,CSK_Player_1,Jaipur,162,189,6,3,162,189
365,2013,Chennai,2013-04-19,KKR,CSK,CSK,bat,normal,N,KKR,3,0,KKR_Player_8,Chennai,180,177,10,7,180,177
366,2013,Kolkata,2013-04-16,PWI,MI,MI,bat,normal,N,PWI,17,1,PWI_Player_10,Kolkata,157,140,9,10,157,140
367,2013,Kolkata,2013-04-23,DC,RCB,RCB,field,normal,N,RCB,1,6,RCB_Player_10,Kolkata,169,170,9,4,169,170
368,2013,Delhi,2013-04-12,DC,KKR,KKR,field,normal,N,DC,7,7,DC_Player_5,Delhi,166,159,3,8,166,159
369,2013,Mumbai,2013-04-01,SRH,PBKS,PBKS,field,normal,N,SRH,12,2,SRH_Player_10,Mumbai,166,154,8,7,166,154
370,2013,Lucknow,2013-04-28,KKR,RCB,RCB,bat,normal,N,RCB,21,5,RCB_Player_7,Lucknow,147,168,9,5,147,168
371,2013,Bangalore,2013-04-15,RR,CSK,RR,bat,normal,N,RR,10,5,RR_Player_10,Bangalore,186,176,5,9,186,176
372,2013,Bangalore,2013-04-26,RCB,MI,MI,bat,normal,N,MI,3,0,MI_Player_7,Bangalore,162,165,10,10,162,165
373,2013,Kolkata,2013-04-15,RCB,DC,RCB,bat,normal,N,DC,13,7,DC_Player_7,Kolkata,149,162,7,3,149,162
374,2013,Chennai,2013-04-17,PWI,DC,DC,field,normal,N,PWI,17,7,PWI_Player_9,Chennai,165,148,3,4,165,148
375,2013,Ahmedabad,2013-04-15,KKR,CSK,KKR,field,normal,N,KKR,28,5,KKR_Player_11,Ahmedabad,177,149,5,10,149,177
376,2013,Kolkata,2013-04-25,CSK,SRH,SRH,field,normal,N,CSK,7,2,CSK_Player_5,Kolkata,160,153,8,7,160,153
377,2013,Chennai,2013-04-14,MI,RCB,RCB,field,normal,N,RCB,3,3,RCB_Player_10,Chennai,136,139,9,7,136,139
378,2013,Mohali,2013-04-20,PWI,CSK,PWI,field,normal,N,CSK,1,4,CSK_Player_11,Mohali,176,177,5,6,177,176
379,2013,Mumbai,2013-04-28,SRH,MI,SRH,bat,normal,N,SRH,22,2,SRH_Player_3,Mumbai,138,116,8,10,138,116
380,2013,Mohali,2013-04-18,RR,PBKS,PBKS,field,normal,N,PBKS,23,2,PBKS_Player_11,Mohali,130,153,10,8,130,153
381,2013,Mumbai,2013-04-27,SRH,CSK,SRH,field,normal,N,SRH,42,1,SRH_Player_4,Mumbai,197,155,9,4,155,197
382,2013,Ahmedabad,2013-04-28,SRH,DC,SRH,field,normal,N,SRH,37,2,SRH_Player_1,Ahmedabad,241,204,8,7,204,241
383,2013,Ahmedabad,2013-04-01,MI,CSK,CSK,field,normal,N,CSK,3,3,CSK_Player_3,Ahmedabad,171,174,9,7,171,174
384,2013,Chennai,2013-04-29,CSK,SRH,CSK,bat,normal,N,CSK,11,6,CSK_Player_2,Chennai,138,127,4,3,138,127
385,2013,Bangalore,2013-04-21,PWI,PBKS,PBKS,field,normal,N,PWI,18,6,PWI_Player_6,Bangalore,178,160,4,3,178,160
386,2013,Ahmedabad,2013-04-09,RR,PBKS,PBKS,field,normal,N,PBKS,15,1,PBKS_Player_8,Ahmedabad,160,175,6,9,160,175
